id,text,text_clean,label,sentiment_label,emotion,emotion_group,category,product_type,word_count,word_count_clean,length_bucket,helpfulness_score,implicit_flag,is_spam,language,baseline2_label_text
363,Sticks to the windshield very well. Holds the phone in place with no vibration.,sticks to the windshield very well holds the phone in place with no vibration,2,positive,Amusement,positive,Electronics,Phone Stand,14,14,medium,1,0,0,en,positive
364,Works very well鈥?no problems,works very well no problems,2,positive,Amusement,positive,Electronics,Phone Stand,5,5,short,0,0,0,en,positive
365,Workes well at first but quickly messed up soon one of the sides didn鈥檛 fully go in and i decided to keep using it and then it wouldn鈥檛 fully close all the way and failed to keep holding up the phone,workes well at first but quickly messed up soon one of the sides didn t fully go in and i decided to keep using it and then it wouldn t fully close all the way and failed to keep holding up the phone,0,negative,Sarcasm,negative,Electronics,Phone Stand,41,43,long,0,0,0,en,negative
366,sticks to my windshield for only a few hours then falls off,sticks to my windshield for only a few hours then falls off,0,negative,Disappointment,negative,Electronics,Phone Stand,12,12,medium,0,0,0,en,negative
367,you dont have a case on your phone. The arms that hold the phone re too short to hold the entire phone if you have a protective case. It dropped my phone and cracked the screen cover. Fortunately my screen protector came with two pieces.,you dont have a case on your phone the arms that hold the phone re too short to hold the entire phone if you have a protective case it dropped my phone and cracked the screen cover fortunately my screen protector came with two pieces,0,negative,Disappointment,negative,Electronics,Electronics Accessories,45,45,long,0,0,0,en,negative
368,Phone holder is strong and sturdy!! Very good so far!,phone holder is strong and sturdy very good so far,2,positive,Relief,positive,Electronics,Phone Stand,10,10,medium,0,0,0,en,positive
369,Super great phone holder. Mounted in my husband鈥榮 truck perfectly and had no issues afterwards. The adhesive is great and overall 10 out of 10 product.,super great phone holder mounted in my husband s truck perfectly and had no issues afterwards the adhesive is great and overall 10 out of 10 product,2,positive,Amusement,positive,Electronics,Phone Stand,26,27,long,1,0,0,en,positive
370,I鈥檝e used this twice and it鈥檚 never stayed on the window without falling off after a few minutes.It also leaves giant suction marks anywhere it touches. Horrible waste of money!,i ve used this twice and it s never stayed on the window without falling off after a few minutes it also leaves giant suction marks anywhere it touches horrible waste of money,0,negative,Sarcasm,negative,Electronics,Phone Stand,30,33,long,1,0,0,en,negative
371,I bought this because I was taking a trip to California and would be renting a car. I don't like to connect my phone to the rental car so I opted to simply use my phone for GPS navigation (Waze). This worked great and allowed me to keep my hands free while driving. The material quality was good and the suction cup stayed put. Fit well with my Samsung S24 Ultra.,i bought this because i was taking a trip to california and would be renting a car i don't like to connect my phone to the rental car so i opted to simply use my phone for gps navigation waze this worked great and allowed me to keep my hands free while driving the material quality was good and the suction cup stayed put fit well with my samsung s24 ultra,2,positive,Amusement,positive,Electronics,Phone,71,71,long,3,0,0,en,positive
372,Sticks to the windshield very well. Holds the phone in place with no vibration.,sticks to the windshield very well holds the phone in place with no vibration,2,positive,Relief,positive,Electronics,Phone Stand,14,14,medium,1,0,0,en,positive
373,Works very well鈥?no problems,works very well no problems,2,positive,Relief,positive,Electronics,Phone Stand,5,5,short,0,0,0,en,positive
374,Workes well at first but quickly messed up soon one of the sides didn鈥檛 fully go in and i decided to keep using it and then it wouldn鈥檛 fully close all the way and failed to keep holding up the phone,workes well at first but quickly messed up soon one of the sides didn t fully go in and i decided to keep using it and then it wouldn t fully close all the way and failed to keep holding up the phone,0,negative,Disappointment,negative,Electronics,Phone Stand,41,43,long,0,0,0,en,negative
375,sticks to my windshield for only a few hours then falls off,sticks to my windshield for only a few hours then falls off,0,negative,Disappointment,negative,Electronics,Phone Stand,12,12,medium,0,0,0,en,negative
376,you dont have a case on your phone. The arms that hold the phone re too short to hold the entire phone if you have a protective case. It dropped my phone and cracked the screen cover. Fortunately my screen protector came with two pieces.,you dont have a case on your phone the arms that hold the phone re too short to hold the entire phone if you have a protective case it dropped my phone and cracked the screen cover fortunately my screen protector came with two pieces,0,negative,Disappointment,negative,Electronics,Electronics Accessories,45,45,long,0,0,0,en,negative
377,Phone holder is strong and sturdy!! Very good so far!,phone holder is strong and sturdy very good so far,2,positive,Satisfaction,positive,Electronics,Phone Stand,10,10,medium,0,0,0,en,positive
378,Super great phone holder. Mounted in my husband鈥榮 truck perfectly and had no issues afterwards. The adhesive is great and overall 10 out of 10 product.,super great phone holder mounted in my husband s truck perfectly and had no issues afterwards the adhesive is great and overall 10 out of 10 product,2,positive,Satisfaction,positive,Electronics,Phone Stand,26,27,long,1,0,0,en,positive
379,I鈥檝e used this twice and it鈥檚 never stayed on the window without falling off after a few minutes.It also leaves giant suction marks anywhere it touches. Horrible waste of money!,i ve used this twice and it s never stayed on the window without falling off after a few minutes it also leaves giant suction marks anywhere it touches horrible waste of money,0,negative,Frustration,negative,Electronics,Phone Stand,30,33,long,1,0,0,en,negative
