id,text,text_clean,label,sentiment_label,emotion,emotion_group,category,word_count,word_count_clean,length_bucket,helpfulness_score,implicit_flag,is_spam,language,manual_label_normalized
4141,Look The representative ignored my question regarding another product entirely Just putting it out there .,look the representative ignored my question regarding another product entirely just putting it out there,0,negative,Frustration,negative,Sports & Outdoors,16,15,long,3,1,0,en,negative
4142,bruh their phone system pretended they couldnt hear me talk about three hours take it or leave it,their phone system pretended they couldnt hear me talk about three hours take it or leave it,0,negative,Disappointment,negative,Home & Kitchen,18,17,long,3,1,0,en,negative
4145,honestly  the automated bot pretended they couldn't hear me talk about the refund policy taek it or leave it ok,honestly the automated bot pretended they couldn't hear me talk about the refund policy taek it or leave it ok,0,negative,Sarcasm,negative,Clothing,20,20,long,4,1,0,en,negative
4146,Bruh hTe representative pretended they couldnt hear me talk about another product entirely Make of that what you will lol,hte representative pretended they couldnt hear me talk about another product entirely make of that what you will,0,negative,Sarcasm,negative,Home & Kitchen,20,18,long,6,1,0,en,negative
4147,bruh  the help desk sent me into an infinite loop of three hours anyway,the help desk sent me into an infinite loop of three hours,0,negative,Disappointment,negative,Home & Kitchen,14,12,medium,5,1,0,en,negative
4148,Look  The email chain sent me into an infinite loop of another product entirely,look the email chain sent me into an infinite loop of another product entirely,0,negative,Frustration,negative,Home & Kitchen,14,14,medium,7,1,0,en,negative
4149,i  guess the help desk gave me a completely unrelated response about the refund policy end of story .,i guess the help desk gave me a completely unrelated response about the refund policy end of story,0,negative,Sarcasm,negative,Home & Kitchen,19,18,long,0,1,0,en,negative
4150,ok so the representative sent me into an infniite loop of three hours lol,ok so the representative sent me into an infniite loop of three hours,0,negative,Disappointment,negative,Electronics,14,13,medium,0,1,0,en,negative
4151,Right so The representative kept me company for my issue lol,right so the representative kept me company for my issue,0,negative,Disappointment,negative,Electronics,11,10,medium,0,1,0,en,negative
4153,Bruh The email chain sent me into an infinite loop of my issue Oh well,the email chain sent me into an infinite loop of my issue oh well,0,negative,Disappointment,negative,Electronics,15,14,medium,2,1,0,en,negative
4154,Right  so The representative gave me a completely unrelated response about the refund policy Just putting it out there lol,right so the representative gave me a completely unrelated response about the refund policy just putting it out there,0,negative,Disappointment,negative,Electronics,20,19,long,0,1,0,en,negative
4155,The email chain sent me into an infinite loop of my issue Fascinating .,the email chain sent me into an infinite loop of my issue,0,negative,Sarcasm,negative,Home & Kitchen,14,12,medium,6,1,0,en,negative
4160,the representative sent me into an infinite loop of another product entirely end of story !!,the representative sent me into an infinite loop of another product entirely end of story,0,negative,Disappointment,negative,Electronics,16,15,long,7,1,0,en,negative
4161,If im being real The automated bot kept me company for another product entirely Fascinating ok,if im being real the automated bot kept me company for another product entirely ok,0,negative,Disappointment,negative,Clothing,16,15,long,1,1,0,en,negative
4162,So The automated bot sent me into an infinite loop of another product entirely Fascinating wow,so the automated bot sent me into an infinite loop of another product entirely,0,negative,Sarcasm,negative,Sports & Outdoors,16,14,medium,0,1,0,en,negative
4165,Ok so The automated bot ignored my question regarding another product entirely ok,ok so the automated bot ignored my question regarding another product entirely ok,0,negative,Frustration,negative,Sports & Outdoors,13,13,medium,0,1,0,en,negative
4166,listen the email chain ignored my question regarding three hours fascinating lol,listen the email chain ignored my question regarding three hours,0,negative,Disappointment,negative,Home & Kitchen,12,10,medium,0,1,0,en,negative
4168,First off The representative kept me company for my issue Fascinating .,first off the representative kept me company for my issue,0,negative,Frustration,negative,Electronics,12,10,medium,3,1,0,en,negative
4169,their phone system ignored my question regarding my issue !!,their phone system ignored my question regarding my issue,0,negative,Disappointment,negative,Clothing,10,9,medium,6,1,0,en,negative
4170,The  automated bot sent me into an infinite loop of another product entirely Just putting it out there,the automated bot sent me into an infinite loop of another product entirely just putting it out there,0,negative,Frustration,negative,Automotive,18,18,long,0,1,0,en,negative
4171,ok so the representative gave me a completely unrelated response about my issue cheers,ok so the representative gave me a completely unrelated response about my issue,0,negative,Disappointment,negative,Automotive,14,13,medium,3,1,0,en,negative
4172,If im being real The help desk ignored my question regarding another product entirely Yup smh,if im being real the help desk ignored my question regarding another product entirely,0,negative,Disappointment,negative,Clothing,16,14,medium,3,1,0,en,negative
4173,Wow The representative pretended they couldn't hear me talk about hold music End of story ok,the representative pretended they couldn't hear me talk about hold music end of story ok,0,negative,Frustration,negative,Automotive,16,15,long,2,1,0,en,negative
4174,So  The email chain kept me company for my issue Oh well lol,so the email chain kept me company for my issue oh well,0,negative,Sarcasm,negative,Electronics,13,12,medium,0,1,0,en,negative
4176,Okay The email chain kept me company for my issue Whatever,okay the email chain kept me company for my issue,0,negative,Sarcasm,negative,Sports & Outdoors,11,10,medium,6,1,0,en,negative
4177,Ok so The email chain ignored my question regarding hold music Just putting it out there yeah,ok so the email chain ignored my question regarding hold music just putting it out there,0,negative,Frustration,negative,Clothing,17,16,long,1,1,0,en,negative
4178,the help desk pretended they coludn't hear me talk about hold music smh,the help desk pretended they coludn't hear me talk about hold music,0,negative,Disappointment,negative,Clothing,13,12,medium,0,1,0,en,negative
4180,Wow  The representative pretended they couldnt hear me talk about another product entirely Just putting it out there wow,the representative pretended they couldnt hear me talk about another product entirely just putting it out there,0,negative,Frustration,negative,Home & Kitchen,19,17,long,5,1,0,en,negative
4181,their phone system pretended they couldnt hear me talk about three hours anyway,their phone system pretended they couldnt hear me talk about three hours,0,negative,Sarcasm,negative,Home & Kitchen,13,12,medium,1,1,0,en,negative
4183,The help desk kept me company for hold music Just putting it out there smh,the help desk kept me company for hold music just putting it out there,0,negative,Sarcasm,negative,Home & Kitchen,15,14,medium,2,1,0,en,negative
